,SID,CID,date,attendance
873,13,8,2019-11-03,attended
874,13,8,2019-11-10,attended
875,13,8,2019-11-17,absent
876,13,8,2019-11-24,attended
877,13,8,2019-12-01,attended
878,13,8,2019-12-08,absent
879,13,8,2019-12-15,attended
880,13,8,2019-12-22,attended
881,13,8,2019-12-29,attended
882,14,6,2018-05-13,attended
883,14,6,2018-05-20,excused
884,14,6,2018-05-27,attended
885,14,6,2018-06-03,attended
886,14,6,2018-06-10,attended
887,14,6,2018-06-17,attended
888,14,6,2018-06-24,attended
889,14,6,2018-07-01,attended
890,14,6,2018-07-08,attended
891,14,6,2018-07-15,attended
892,14,6,2018-07-22,attended
893,14,6,2018-07-29,excused
894,14,6,2018-08-05,excused
895,14,6,2018-08-12,attended
896,14,6,2018-08-19,absent
897,14,6,2018-08-26,attended
898,14,6,2018-09-02,excused
899,14,6,2018-09-09,attended
900,14,6,2018-09-16,attended
901,14,6,2018-09-23,attended
902,14,6,2018-09-30,excused
903,14,6,2018-10-07,attended
904,14,6,2018-10-14,attended
905,14,6,2018-10-21,attended
906,14,6,2018-10-28,attended
907,14,6,2018-11-04,attended
908,14,6,2018-11-11,attended
909,14,6,2018-11-18,attended
910,14,6,2018-11-25,absent
911,14,6,2018-12-02,attended
912,14,6,2018-12-09,attended
913,14,6,2018-12-16,attended
914,14,6,2018-12-23,attended
915,14,6,2018-12-30,attended
916,14,6,2019-01-06,attended
917,14,6,2019-01-13,attended
918,14,6,2019-01-20,attended
919,14,6,2019-01-27,attended
920,14,6,2019-02-03,attended
921,14,6,2019-02-10,attended
922,14,6,2019-02-17,attended
923,14,6,2019-02-24,attended
924,14,6,2019-03-03,attended
925,14,6,2019-03-10,attended
926,14,6,2019-03-17,attended
927,14,6,2019-03-24,attended
928,14,6,2019-03-31,attended
929,14,6,2019-04-07,attended
930,14,6,2019-04-14,attended
931,14,6,2019-04-21,attended
932,14,6,2019-04-28,attended
933,14,6,2019-05-05,attended
934,14,6,2019-05-12,attended
935,14,6,2019-05-19,attended
936,14,6,2019-05-26,attended
937,14,6,2019-06-02,attended
938,14,6,2019-06-09,attended
939,14,6,2019-06-16,attended
940,14,6,2019-06-23,attended
941,14,6,2019-06-30,attended
942,14,6,2019-07-07,excused
943,14,6,2019-07-14,attended
944,14,6,2019-07-21,attended
945,14,6,2019-07-28,attended
946,14,6,2019-08-04,attended
947,14,6,2019-08-11,absent
948,14,6,2019-08-18,attended
949,14,6,2019-08-25,attended
950,14,6,2019-09-01,attended
951,14,6,2019-09-08,attended
952,14,6,2019-09-15,attended
953,14,6,2019-09-22,excused
954,14,6,2019-09-29,excused
955,14,6,2019-10-06,attended
956,14,6,2019-10-13,attended
957,14,6,2019-10-20,excused
958,14,6,2019-10-27,excused
959,14,6,2019-11-03,attended
960,14,6,2019-11-10,attended
961,14,6,2019-11-17,excused
962,14,6,2019-11-24,attended
963,14,6,2019-12-01,attended
964,14,6,2019-12-08,absent
965,14,6,2019-12-15,attended
966,14,6,2019-12-22,attended
967,14,6,2019-12-29,attended
968,15,3,2018-08-26,attended
969,15,3,2018-09-02,attended
970,15,3,2018-09-09,attended
971,15,3,2018-09-16,attended
972,15,3,2018-09-23,attended
973,15,3,2018-09-30,absent
974,15,3,2018-10-07,excused
975,15,3,2018-10-14,absent
976,15,3,2018-10-21,attended
977,15,3,2018-10-28,attended
978,15,3,2018-11-04,attended
979,15,3,2018-11-11,absent
980,15,3,2018-11-18,attended
981,15,3,2018-11-25,absent
982,15,3,2018-12-02,absent
983,15,3,2018-12-09,attended
984,15,3,2018-12-16,attended
985,15,3,2018-12-23,absent
986,15,3,2018-12-30,excused
987,15,3,2019-01-06,attended
988,15,3,2019-01-13,attended
989,15,3,2019-01-20,attended
990,15,3,2019-01-27,excused
991,15,3,2019-02-03,attended
992,15,3,2019-02-10,attended
993,15,3,2019-02-17,attended
994,15,3,2019-02-24,attended
995,15,3,2019-03-03,attended
996,15,3,2019-03-10,attended
997,15,3,2019-03-17,attended
998,15,3,2019-03-24,attended
999,15,3,2019-03-31,attended
1000,15,3,2019-04-07,attended
1001,15,3,2019-04-14,attended
1002,15,3,2019-04-21,attended
1003,15,3,2019-04-28,attended
1004,15,3,2019-05-05,absent
1005,15,3,2019-05-12,attended
1006,15,3,2019-05-19,attended
1007,15,3,2019-05-26,excused
1008,15,3,2019-06-02,attended
1009,15,3,2019-06-09,attended
1010,15,3,2019-06-16,attended
1011,15,3,2019-06-23,attended
1012,15,3,2019-06-30,attended
1013,15,3,2019-07-07,attended
1014,15,3,2019-07-14,attended
1015,15,3,2019-07-21,attended
1016,15,3,2019-07-28,attended
1017,15,3,2019-08-04,attended
1018,15,3,2019-08-11,attended
1019,15,3,2019-08-18,attended
1020,15,3,2019-08-25,absent
1021,15,3,2019-09-01,attended
1022,15,3,2019-09-08,attended
1023,15,3,2019-09-15,attended
1024,15,3,2019-09-22,attended
1025,15,3,2019-09-29,attended
1026,15,3,2019-10-06,attended
1027,15,3,2019-10-13,attended
1028,15,3,2019-10-20,attended
1029,15,3,2019-10-27,attended
1030,15,3,2019-11-03,attended
1031,15,3,2019-11-10,attended
1032,15,3,2019-11-17,attended
1033,15,3,2019-11-24,attended
1034,15,3,2019-12-01,attended
1035,15,3,2019-12-08,attended
1036,15,3,2019-12-15,attended
1037,15,3,2019-12-22,attended
1038,15,3,2019-12-29,attended
1039,16,2,2017-07-23,attended
1040,16,2,2017-07-30,attended
1041,16,2,2017-08-06,attended
1042,16,2,2017-08-13,attended
1043,16,2,2017-08-20,attended
1044,16,2,2017-08-27,attended
1045,16,2,2017-09-03,attended
1046,16,2,2017-09-10,attended
1047,16,2,2017-09-17,attended
1048,16,2,2017-09-24,attended
1049,16,2,2017-10-01,absent
1050,16,2,2017-10-08,absent
1051,16,2,2017-10-15,attended
1052,16,2,2017-10-22,excused
1053,16,2,2017-10-29,attended
1054,16,2,2017-11-05,attended
1055,16,2,2017-11-12,attended
1056,16,2,2017-11-19,excused
1057,16,2,2017-11-26,absent
1058,16,2,2017-12-03,attended
1059,16,2,2017-12-10,absent
1060,16,2,2017-12-17,attended
1061,16,2,2017-12-24,attended
1062,16,2,2017-12-31,attended
1063,16,2,2018-01-07,attended
1064,16,2,2018-01-14,absent
1065,16,2,2018-01-21,attended
1066,16,2,2018-01-28,attended
1067,16,2,2018-02-04,attended
1068,16,2,2018-02-11,attended
1069,16,2,2018-02-18,attended
1070,16,2,2018-02-25,attended
1071,16,2,2018-03-04,attended
1072,16,2,2018-03-11,attended
1073,16,2,2018-03-18,excused
1074,16,2,2018-03-25,excused
1075,16,2,2018-04-01,attended
1076,16,2,2018-04-08,attended
1077,16,2,2018-04-15,attended
1078,16,2,2018-04-22,attended
1079,16,2,2018-04-29,attended
1080,16,2,2018-05-06,attended
1081,16,2,2018-05-13,attended
1082,16,2,2018-05-20,attended
1083,16,2,2018-05-27,excused
1084,16,2,2018-06-03,excused
1085,16,2,2018-06-10,excused
1086,16,2,2018-06-17,attended
1087,16,2,2018-06-24,attended
1088,16,2,2018-07-01,absent
1089,16,2,2018-07-08,attended
1090,16,2,2018-07-15,attended
1091,16,2,2018-07-22,attended
1092,16,2,2018-07-29,attended
1093,16,2,2018-08-05,attended
1094,16,2,2018-08-12,attended
1095,16,2,2018-08-19,attended
1096,16,2,2018-08-26,attended
1097,16,2,2018-09-02,excused
1098,16,2,2018-09-09,attended
1099,16,2,2018-09-16,attended
1100,16,2,2018-09-23,attended
1101,16,2,2018-09-30,excused
1102,16,2,2018-10-07,attended
1103,16,2,2018-10-14,attended
1104,16,2,2018-10-21,attended
1105,16,2,2018-10-28,attended
1106,16,2,2018-11-04,attended
1107,16,2,2018-11-11,attended
1108,16,2,2018-11-18,attended
1109,16,2,2018-11-25,attended
1110,16,2,2018-12-02,attended
1111,16,2,2018-12-09,attended
1112,16,2,2018-12-16,excused
1113,16,2,2018-12-23,attended
1114,16,2,2018-12-30,absent
1115,16,2,2019-01-06,attended
1116,16,2,2019-01-13,attended
1117,16,2,2019-01-20,attended
1118,16,2,2019-01-27,attended
1119,16,2,2019-02-03,attended
1120,16,2,2019-02-10,attended
1121,16,2,2019-02-17,excused
1122,16,2,2019-02-24,attended
1123,16,2,2019-03-03,attended
1124,16,2,2019-03-10,attended
1125,16,2,2019-03-17,absent
1126,16,2,2019-03-24,attended
1127,16,2,2019-03-31,attended
1128,16,2,2019-04-07,attended
1129,16,2,2019-04-14,attended
1130,16,2,2019-04-21,attended
1131,16,2,2019-04-28,absent
1132,16,2,2019-05-05,attended
1133,16,2,2019-05-12,attended
1134,16,2,2019-05-19,attended
1135,16,2,2019-05-26,attended
1136,16,2,2019-06-02,attended
1137,16,2,2019-06-09,attended
1138,16,2,2019-06-16,attended
1139,16,2,2019-06-23,absent
1140,16,2,2019-06-30,attended
1141,16,2,2019-07-07,attended
1142,16,2,2019-07-14,attended
1143,16,2,2019-07-21,attended
1144,16,2,2019-07-28,attended
1145,16,2,2019-08-04,attended
1146,16,2,2019-08-11,absent
1147,16,2,2019-08-18,attended
1148,16,2,2019-08-25,attended
1149,16,2,2019-09-01,excused
1150,16,2,2019-09-08,absent
1151,16,2,2019-09-15,attended
1152,16,2,2019-09-22,attended
1153,16,2,2019-09-29,attended
1154,16,2,2019-10-06,attended
1155,16,2,2019-10-13,attended
1156,16,2,2019-10-20,attended
1157,16,2,2019-10-27,attended
1158,16,2,2019-11-03,attended
1159,16,2,2019-11-10,attended
1160,16,2,2019-11-17,attended
1161,16,2,2019-11-24,attended
1162,16,2,2019-12-01,attended
1163,16,2,2019-12-08,attended
1164,16,2,2019-12-15,attended
1165,16,2,2019-12-22,attended
1166,16,2,2019-12-29,attended
1167,17,9,2017-01-29,attended
1168,17,9,2017-02-05,attended
1169,17,9,2017-02-12,attended
1170,17,9,2017-02-19,attended
1171,17,9,2017-02-26,excused
1172,17,9,2017-03-05,attended
1173,17,9,2017-03-12,attended
1174,17,9,2017-03-19,attended
1175,17,9,2017-03-26,attended
1176,17,9,2017-04-02,excused
1177,17,9,2017-04-09,attended
1178,17,9,2017-04-16,attended
1179,17,9,2017-04-23,attended
1180,17,9,2017-04-30,attended
1181,17,9,2017-05-07,attended
1182,17,9,2017-05-14,absent
1183,17,9,2017-05-21,attended
1184,17,9,2017-05-28,absent
1185,17,9,2017-06-04,attended
1186,17,9,2017-06-11,attended
1187,17,9,2017-06-18,attended
1188,17,9,2017-06-25,excused
1189,17,9,2017-07-02,attended
1190,17,9,2017-07-09,attended
1191,17,9,2017-07-16,excused
1192,17,9,2017-07-23,attended
1193,17,9,2017-07-30,attended
1194,17,9,2017-08-06,attended
1195,17,9,2017-08-13,attended
1196,17,9,2017-08-20,attended
1197,17,9,2017-08-27,attended
1198,17,9,2017-09-03,absent
1199,17,9,2017-09-10,attended
1200,17,9,2017-09-17,excused
1201,17,9,2017-09-24,absent
1202,17,9,2017-10-01,attended
1203,17,9,2017-10-08,absent
1204,17,9,2017-10-15,absent
1205,17,9,2017-10-22,attended
1206,17,9,2017-10-29,attended
1207,17,9,2017-11-05,attended
1208,17,9,2017-11-12,attended
1209,17,9,2017-11-19,attended
1210,17,9,2017-11-26,attended
1211,17,9,2017-12-03,excused
1212,17,9,2017-12-10,attended
1213,17,9,2017-12-17,excused
1214,17,9,2017-12-24,attended
1215,17,9,2017-12-31,absent
1216,17,9,2018-01-07,attended
1217,17,9,2018-01-14,attended
1218,17,9,2018-01-21,attended
1219,17,9,2018-01-28,attended
1220,17,9,2018-02-04,excused
1221,17,9,2018-02-11,attended
1222,17,9,2018-02-18,attended
1223,17,9,2018-02-25,attended
1224,17,9,2018-03-04,absent
1225,17,9,2018-03-11,absent
1226,17,9,2018-03-18,attended
1227,17,9,2018-03-25,attended
1228,17,9,2018-04-01,excused
1229,17,9,2018-04-08,attended
1230,17,9,2018-04-15,attended
1231,17,9,2018-04-22,attended
1232,17,9,2018-04-29,excused
1233,17,9,2018-05-06,attended
1234,17,9,2018-05-13,attended
1235,17,9,2018-05-20,excused
1236,17,9,2018-05-27,attended
1237,17,9,2018-06-03,attended
1238,17,9,2018-06-10,attended
1239,17,9,2018-06-17,attended
1240,17,9,2018-06-24,attended
1241,17,9,2018-07-01,attended
1242,17,9,2018-07-08,attended
1243,17,9,2018-07-15,attended
1244,17,9,2018-07-22,attended
1245,17,9,2018-07-29,attended
1246,17,9,2018-08-05,attended
1247,17,9,2018-08-12,excused
1248,17,9,2018-08-19,attended
1249,17,9,2018-08-26,absent
1250,17,9,2018-09-02,attended
1251,17,9,2018-09-09,attended
1252,17,9,2018-09-16,attended
1253,17,9,2018-09-23,attended
1254,17,9,2018-09-30,attended
1255,17,9,2018-10-07,attended
1256,17,9,2018-10-14,absent
1257,17,9,2018-10-21,attended
1258,17,9,2018-10-28,attended
1259,17,9,2018-11-04,absent
1260,17,9,2018-11-11,attended
1261,17,9,2018-11-18,absent
1262,17,9,2018-11-25,attended
1263,17,9,2018-12-02,excused
1264,17,9,2018-12-09,attended
1265,17,9,2018-12-16,attended
1266,17,9,2018-12-23,absent
1267,17,9,2018-12-30,excused
1268,17,9,2019-01-06,attended
1269,17,9,2019-01-13,attended
1270,17,9,2019-01-20,excused
1271,17,9,2019-01-27,attended
1272,17,9,2019-02-03,attended
1273,17,9,2019-02-10,attended
1274,17,9,2019-02-17,attended
1275,17,9,2019-02-24,attended
1276,17,9,2019-03-03,attended
1277,17,9,2019-03-10,attended
1278,17,9,2019-03-17,attended
1279,17,9,2019-03-24,attended
1280,17,9,2019-03-31,attended
1281,17,9,2019-04-07,attended
1282,17,9,2019-04-14,excused
1283,17,9,2019-04-21,attended
1284,17,9,2019-04-28,attended
1285,17,9,2019-05-05,attended
1286,17,9,2019-05-12,attended
1287,17,9,2019-05-19,excused
1288,17,9,2019-05-26,attended
1289,17,9,2019-06-02,attended
1290,17,9,2019-06-09,attended
1291,17,9,2019-06-16,attended
1292,17,9,2019-06-23,attended
1293,17,9,2019-06-30,attended
1294,17,9,2019-07-07,attended
1295,17,9,2019-07-14,attended
1296,17,9,2019-07-21,attended
1297,17,9,2019-07-28,absent
1298,17,9,2019-08-04,attended
1299,17,9,2019-08-11,attended
1300,17,9,2019-08-18,attended
1301,17,9,2019-08-25,attended
1302,17,9,2019-09-01,attended
1303,17,9,2019-09-08,attended
1304,17,9,2019-09-15,attended
1305,17,9,2019-09-22,attended
1306,17,9,2019-09-29,absent
1307,17,9,2019-10-06,attended
1308,17,9,2019-10-13,absent
1309,17,9,2019-10-20,attended
1310,17,9,2019-10-27,excused
1311,17,9,2019-11-03,absent
1312,17,9,2019-11-10,attended
1313,17,9,2019-11-17,excused
1314,17,9,2019-11-24,attended
1315,17,9,2019-12-01,absent
1316,17,9,2019-12-08,attended
1317,17,9,2019-12-15,attended
1318,17,9,2019-12-22,attended
1319,17,9,2019-12-29,attended
1320,18,1,2019-11-10,attended
1321,18,1,2019-11-17,excused
1322,18,1,2019-11-24,attended
1323,18,1,2019-12-01,attended
1324,18,1,2019-12-08,excused
1325,18,1,2019-12-15,absent
1326,18,1,2019-12-22,attended
1327,18,1,2019-12-29,attended
1328,19,8,2017-04-09,attended
1329,19,8,2017-04-16,attended
1330,19,8,2017-04-23,attended
1331,19,8,2017-04-30,excused
1332,19,8,2017-05-07,attended
1333,19,8,2017-05-14,attended
1334,19,8,2017-05-21,absent
1335,19,8,2017-05-28,attended
1336,19,8,2017-06-04,attended
1337,19,8,2017-06-11,attended
1338,19,8,2017-06-18,attended
1339,19,8,2017-06-25,attended
1340,19,8,2017-07-02,absent
1341,19,8,2017-07-09,attended
1342,19,8,2017-07-16,attended
1343,19,8,2017-07-23,attended
1344,19,8,2017-07-30,attended
1345,19,8,2017-08-06,attended
1346,19,8,2017-08-13,attended
1347,19,8,2017-08-20,excused
1348,19,8,2017-08-27,attended
1349,19,8,2017-09-03,attended
1350,19,8,2017-09-10,absent
1351,19,8,2017-09-17,excused
1352,19,8,2017-09-24,attended
1353,19,8,2017-10-01,attended
1354,19,8,2017-10-08,attended
1355,19,8,2017-10-15,attended
1356,19,8,2017-10-22,attended
1357,19,8,2017-10-29,attended
1358,19,8,2017-11-05,attended
1359,19,8,2017-11-12,attended
1360,19,8,2017-11-19,attended
1361,19,8,2017-11-26,attended
1362,19,8,2017-12-03,attended
1363,19,8,2017-12-10,attended
1364,19,8,2017-12-17,attended
1365,19,8,2017-12-24,attended
1366,19,8,2017-12-31,attended
1367,19,8,2018-01-07,attended
1368,19,8,2018-01-14,attended
1369,19,8,2018-01-21,attended
1370,19,8,2018-01-28,attended
1371,19,8,2018-02-04,attended
1372,19,8,2018-02-11,attended
1373,19,8,2018-02-18,attended
1374,19,8,2018-02-25,excused
1375,19,8,2018-03-04,excused
1376,19,8,2018-03-11,attended
1377,19,8,2018-03-18,attended
1378,19,8,2018-03-25,attended
1379,19,8,2018-04-01,attended
1380,19,8,2018-04-08,attended
1381,19,8,2018-04-15,attended
1382,19,8,2018-04-22,attended
1383,19,8,2018-04-29,excused
1384,19,8,2018-05-06,excused
1385,19,8,2018-05-13,excused
1386,19,8,2018-05-20,attended
1387,19,8,2018-05-27,attended
1388,19,8,2018-06-03,attended
1389,19,8,2018-06-10,attended
1390,19,8,2018-06-17,excused
1391,19,8,2018-06-24,attended
1392,19,8,2018-07-01,attended
1393,19,8,2018-07-08,attended
1394,19,8,2018-07-15,attended
1395,19,8,2018-07-22,attended
1396,19,8,2018-07-29,absent
1397,19,8,2018-08-05,attended
1398,19,8,2018-08-12,attended
1399,19,8,2018-08-19,attended
1400,19,8,2018-08-26,attended
1401,19,8,2018-09-02,excused
1402,19,8,2018-09-09,attended
1403,19,8,2018-09-16,excused
1404,19,8,2018-09-23,absent
1405,19,8,2018-09-30,attended
1406,19,8,2018-10-07,absent
1407,19,8,2018-10-14,attended
1408,19,8,2018-10-21,attended
1409,19,8,2018-10-28,attended
1410,19,8,2018-11-04,attended
1411,19,8,2018-11-11,attended
1412,19,8,2018-11-18,attended
1413,19,8,2018-11-25,attended
1414,19,8,2018-12-02,attended
1415,19,8,2018-12-09,attended
1416,19,8,2018-12-16,attended
1417,19,8,2018-12-23,excused
1418,19,8,2018-12-30,attended
1419,19,8,2019-01-06,attended
1420,19,8,2019-01-13,attended
1421,19,8,2019-01-20,absent
1422,19,8,2019-01-27,attended
1423,19,8,2019-02-03,absent
1424,19,8,2019-02-10,attended
1425,19,8,2019-02-17,attended
1426,19,8,2019-02-24,attended
1427,19,8,2019-03-03,attended
1428,19,8,2019-03-10,attended
1429,19,8,2019-03-17,attended
1430,19,8,2019-03-24,excused
1431,19,8,2019-03-31,attended
1432,19,8,2019-04-07,attended
1433,19,8,2019-04-14,attended
1434,19,8,2019-04-21,attended
1435,19,8,2019-04-28,attended
1436,19,8,2019-05-05,attended
1437,19,8,2019-05-12,attended
1438,19,8,2019-05-19,attended
1439,19,8,2019-05-26,excused
1440,19,8,2019-06-02,attended
1441,19,8,2019-06-09,attended
1442,19,8,2019-06-16,attended
1443,19,8,2019-06-23,attended
1444,19,8,2019-06-30,attended
1445,19,8,2019-07-07,attended
1446,19,8,2019-07-14,attended
1447,19,8,2019-07-21,attended
1448,19,8,2019-07-28,excused
1449,19,8,2019-08-04,attended
1450,19,8,2019-08-11,absent
1451,19,8,2019-08-18,attended
1452,19,8,2019-08-25,attended
1453,19,8,2019-09-01,absent
1454,19,8,2019-09-08,attended
1455,19,8,2019-09-15,absent
1456,19,8,2019-09-22,excused
1457,19,8,2019-09-29,attended
1458,19,8,2019-10-06,excused
1459,19,8,2019-10-13,excused
1460,19,8,2019-10-20,attended
1461,19,8,2019-10-27,excused
1462,19,8,2019-11-03,attended
1463,19,8,2019-11-10,attended
1464,19,8,2019-11-17,attended
1465,19,8,2019-11-24,attended
1466,19,8,2019-12-01,attended
1467,19,8,2019-12-08,attended
1468,19,8,2019-12-15,attended
1469,19,8,2019-12-22,attended
1470,19,8,2019-12-29,attended
1471,20,6,2018-06-17,attended
1472,20,6,2018-06-24,excused
1473,20,6,2018-07-01,attended
1474,20,6,2018-07-08,attended
1475,20,6,2018-07-15,excused
1476,20,6,2018-07-22,attended
1477,20,6,2018-07-29,attended
1478,20,6,2018-08-05,attended
1479,20,6,2018-08-12,attended
1480,20,6,2018-08-19,attended
1481,20,6,2018-08-26,attended
1482,20,6,2018-09-02,attended
1483,20,6,2018-09-09,attended
1484,20,6,2018-09-16,attended
1485,20,6,2018-09-23,attended
1486,20,6,2018-09-30,attended
1487,20,6,2018-10-07,attended
1488,20,6,2018-10-14,attended
1489,20,6,2018-10-21,attended
1490,20,6,2018-10-28,absent
1491,20,6,2018-11-04,attended
1492,20,6,2018-11-11,attended
1493,20,6,2018-11-18,attended
1494,20,6,2018-11-25,attended
1495,20,6,2018-12-02,attended
1496,20,6,2018-12-09,attended
1497,20,6,2018-12-16,excused
1498,20,6,2018-12-23,attended
1499,20,6,2018-12-30,attended
1500,20,6,2019-01-06,absent
1501,20,6,2019-01-13,attended
1502,20,6,2019-01-20,attended
1503,20,6,2019-01-27,attended
1504,20,6,2019-02-03,attended
1505,20,6,2019-02-10,attended
1506,20,6,2019-02-17,attended
1507,20,6,2019-02-24,attended
1508,20,6,2019-03-03,attended
1509,20,6,2019-03-10,attended
1510,20,6,2019-03-17,attended
1511,20,6,2019-03-24,absent
1512,20,6,2019-03-31,attended
1513,20,6,2019-04-07,absent
1514,20,6,2019-04-14,attended
1515,20,6,2019-04-21,attended
1516,20,6,2019-04-28,attended
1517,20,6,2019-05-05,attended
1518,20,6,2019-05-12,attended
1519,20,6,2019-05-19,absent
1520,20,6,2019-05-26,attended
1521,20,6,2019-06-02,attended
1522,20,6,2019-06-09,attended
1523,20,6,2019-06-16,attended
1524,20,6,2019-06-23,attended
1525,20,6,2019-06-30,absent
1526,20,6,2019-07-07,attended
1527,20,6,2019-07-14,attended
1528,20,6,2019-07-21,excused
1529,20,6,2019-07-28,attended
1530,20,6,2019-08-04,attended
1531,20,6,2019-08-11,attended
1532,20,6,2019-08-18,attended
1533,20,6,2019-08-25,absent
1534,20,6,2019-09-01,attended
1535,20,6,2019-09-08,attended
1536,20,6,2019-09-15,attended
1537,20,6,2019-09-22,attended
1538,20,6,2019-09-29,attended
1539,20,6,2019-10-06,excused
1540,20,6,2019-10-13,attended
1541,20,6,2019-10-20,attended
1542,20,6,2019-10-27,excused
1543,20,6,2019-11-03,attended
1544,20,6,2019-11-10,attended
1545,20,6,2019-11-17,absent
1546,20,6,2019-11-24,attended
1547,20,6,2019-12-01,attended
1548,20,6,2019-12-08,attended
1549,20,6,2019-12-15,attended
1550,20,6,2019-12-22,absent
1551,20,6,2019-12-29,attended
1552,21,2,2018-01-14,attended
1553,21,2,2018-01-21,attended
1554,21,2,2018-01-28,attended
1555,21,2,2018-02-04,attended
1556,21,2,2018-02-11,attended
1557,21,2,2018-02-18,attended
1558,21,2,2018-02-25,excused
1559,21,2,2018-03-04,attended
1560,21,2,2018-03-11,attended
1561,21,2,2018-03-18,excused
1562,21,2,2018-03-25,attended
1563,21,2,2018-04-01,attended
1564,21,2,2018-04-08,attended
1565,21,2,2018-04-15,absent
1566,21,2,2018-04-22,excused
1567,21,2,2018-04-29,attended
1568,21,2,2018-05-06,excused
1569,21,2,2018-05-13,attended
1570,21,2,2018-05-20,excused
1571,21,2,2018-05-27,attended
1572,21,2,2018-06-03,attended
1573,21,2,2018-06-10,attended
1574,21,2,2018-06-17,attended
